# numero de partículas   :  864
# densidad               : 0.6000
# temperatura inicial    : 2.0000
# volumen                : 0.144E+04
# rcut                   : 2.5000
# paso temporal          : 0.0050
# pasos de equilibración :  10000
# pasos de medición      :  50000
# t, Ekin, Epot, Etot, Temp, Pres, Vol, L, rho
   0.495000E+00    0.224392E+04   -0.346392E+04   -0.122000E+04    0.173142E+01    0.149897E+01    0.138151E+04    0.111374E+02    0.625401E+00
   0.995000E+00    0.237468E+04   -0.332814E+04   -0.953455E+03    0.183232E+01    0.131803E+01    0.143987E+04    0.112921E+02    0.600056E+00
   0.149500E+01    0.242770E+04   -0.320399E+04   -0.776290E+03    0.187322E+01    0.128590E+01    0.148694E+04    0.114138E+02    0.581057E+00
   0.199500E+01    0.252010E+04   -0.316189E+04   -0.641789E+03    0.194452E+01    0.950651E+00    0.152654E+04    0.115143E+02    0.565985E+00
   0.249500E+01    0.242177E+04   -0.294998E+04   -0.528210E+03    0.186865E+01    0.144012E+01    0.156316E+04    0.116056E+02    0.552727E+00
   0.299500E+01    0.251531E+04   -0.296003E+04   -0.444727E+03    0.194082E+01    0.121543E+01    0.159584E+04    0.116859E+02    0.541407E+00
   0.349500E+01    0.255156E+04   -0.294930E+04   -0.397741E+03    0.196880E+01    0.101441E+01    0.161358E+04    0.117291E+02    0.535454E+00
   0.399500E+01    0.256386E+04   -0.290976E+04   -0.345899E+03    0.197828E+01    0.100862E+01    0.162886E+04    0.117660E+02    0.530433E+00
   0.449500E+01    0.250507E+04   -0.280382E+04   -0.298745E+03    0.193293E+01    0.130359E+01    0.165558E+04    0.118300E+02    0.521872E+00
   0.499500E+01    0.251380E+04   -0.278199E+04   -0.268193E+03    0.193966E+01    0.122625E+01    0.167452E+04    0.118749E+02    0.515968E+00
   0.549500E+01    0.257169E+04   -0.281585E+04   -0.244154E+03    0.198433E+01    0.104309E+01    0.168736E+04    0.119052E+02    0.512042E+00
   0.599500E+01    0.255400E+04   -0.275849E+04   -0.204487E+03    0.197068E+01    0.108222E+01    0.170577E+04    0.119483E+02    0.506517E+00
   0.649500E+01    0.256084E+04   -0.273955E+04   -0.178709E+03    0.197596E+01    0.105486E+01    0.172028E+04    0.119821E+02    0.502245E+00
   0.699500E+01    0.256563E+04   -0.272201E+04   -0.156380E+03    0.197965E+01    0.104763E+01    0.172244E+04    0.119871E+02    0.501614E+00
   0.749500E+01    0.259429E+04   -0.273298E+04   -0.138690E+03    0.200177E+01    0.964855E+00    0.172692E+04    0.119975E+02    0.500314E+00
   0.799500E+01    0.256816E+04   -0.269575E+04   -0.127588E+03    0.198161E+01    0.104549E+01    0.173710E+04    0.120210E+02    0.497380E+00
   0.849500E+01    0.258602E+04   -0.269867E+04   -0.112652E+03    0.199539E+01    0.992281E+00    0.174056E+04    0.120290E+02    0.496393E+00
   0.899500E+01    0.260782E+04   -0.271600E+04   -0.108185E+03    0.201221E+01    0.950298E+00    0.174147E+04    0.120311E+02    0.496132E+00
   0.949500E+01    0.258459E+04   -0.268696E+04   -0.102369E+03    0.199429E+01    0.101843E+01    0.175449E+04    0.120610E+02    0.492452E+00
   0.999500E+01    0.258862E+04   -0.268070E+04   -0.920809E+02    0.199739E+01    0.977197E+00    0.175667E+04    0.120660E+02    0.491839E+00
   0.104950E+02    0.258904E+04   -0.269287E+04   -0.103832E+03    0.199772E+01    0.100749E+01    0.175179E+04    0.120548E+02    0.493210E+00
   0.109950E+02    0.258619E+04   -0.268771E+04   -0.101516E+03    0.199552E+01    0.988678E+00    0.175622E+04    0.120650E+02    0.491967E+00
   0.114950E+02    0.259457E+04   -0.267762E+04   -0.830533E+02    0.200198E+01    0.100850E+01    0.176002E+04    0.120737E+02    0.490904E+00
   0.119950E+02    0.259343E+04   -0.267642E+04   -0.829853E+02    0.200110E+01    0.103495E+01    0.176098E+04    0.120759E+02    0.490635E+00
   0.124950E+02    0.257606E+04   -0.264899E+04   -0.729296E+02    0.198770E+01    0.105478E+01    0.176698E+04    0.120896E+02    0.488971E+00
   0.129950E+02    0.264574E+04   -0.270283E+04   -0.570931E+02    0.204146E+01    0.745376E+00    0.176597E+04    0.120873E+02    0.489250E+00
   0.134950E+02    0.260879E+04   -0.266004E+04   -0.512459E+02    0.201296E+01    0.975539E+00    0.177082E+04    0.120983E+02    0.487911E+00
   0.139950E+02    0.260959E+04   -0.268481E+04   -0.752147E+02    0.201357E+01    0.104580E+01    0.177619E+04    0.121105E+02    0.486434E+00
   0.144950E+02    0.255441E+04   -0.261960E+04   -0.651879E+02    0.197099E+01    0.106017E+01    0.177905E+04    0.121170E+02    0.485653E+00
   0.149950E+02    0.257606E+04   -0.264741E+04   -0.713578E+02    0.198770E+01    0.110526E+01    0.177436E+04    0.121064E+02    0.486935E+00
   0.154950E+02    0.254536E+04   -0.261165E+04   -0.662920E+02    0.196401E+01    0.101552E+01    0.176850E+04    0.120930E+02    0.488549E+00
   0.159950E+02    0.263987E+04   -0.271763E+04   -0.777545E+02    0.203694E+01    0.913987E+00    0.176555E+04    0.120863E+02    0.489367E+00
   0.164950E+02    0.261082E+04   -0.268786E+04   -0.770465E+02    0.201452E+01    0.957308E+00    0.177037E+04    0.120973E+02    0.488032E+00
   0.169950E+02    0.254684E+04   -0.261903E+04   -0.721956E+02    0.196515E+01    0.115900E+01    0.177244E+04    0.121020E+02    0.487465E+00
   0.174950E+02    0.261020E+04   -0.267641E+04   -0.662140E+02    0.201404E+01    0.878721E+00    0.177193E+04    0.121008E+02    0.487605E+00
   0.179950E+02    0.260294E+04   -0.266624E+04   -0.633074E+02    0.200844E+01    0.945495E+00    0.177029E+04    0.120971E+02    0.488055E+00
   0.184950E+02    0.260601E+04   -0.267425E+04   -0.682453E+02    0.201081E+01    0.916143E+00    0.177589E+04    0.121098E+02    0.486517E+00
   0.189950E+02    0.257361E+04   -0.262295E+04   -0.493331E+02    0.198581E+01    0.105936E+01    0.178494E+04    0.121304E+02    0.484049E+00
   0.194950E+02    0.259429E+04   -0.264406E+04   -0.497668E+02    0.200177E+01    0.101579E+01    0.178667E+04    0.121343E+02    0.483580E+00
   0.199950E+02    0.259198E+04   -0.263605E+04   -0.440702E+02    0.199998E+01    0.972479E+00    0.178271E+04    0.121253E+02    0.484655E+00
   0.204950E+02    0.261560E+04   -0.264725E+04   -0.316528E+02    0.201821E+01    0.989417E+00    0.178718E+04    0.121355E+02    0.483444E+00
   0.209950E+02    0.261121E+04   -0.264749E+04   -0.362868E+02    0.201482E+01    0.938704E+00    0.178444E+04    0.121293E+02    0.484185E+00
   0.214950E+02    0.256595E+04   -0.261116E+04   -0.452159E+02    0.197990E+01    0.109962E+01    0.178728E+04    0.121357E+02    0.483417E+00
   0.219950E+02    0.259161E+04   -0.263818E+04   -0.465787E+02    0.199970E+01    0.102210E+01    0.178440E+04    0.121292E+02    0.484195E+00
   0.224950E+02    0.264263E+04   -0.268270E+04   -0.400731E+02    0.203907E+01    0.837264E+00    0.178621E+04    0.121333E+02    0.483705E+00
   0.229950E+02    0.253788E+04   -0.257946E+04   -0.415829E+02    0.195824E+01    0.117130E+01    0.178272E+04    0.121254E+02    0.484651E+00
   0.234950E+02    0.254158E+04   -0.258144E+04   -0.398571E+02    0.196110E+01    0.116681E+01    0.178731E+04    0.121358E+02    0.483407E+00
   0.239950E+02    0.263459E+04   -0.266021E+04   -0.256168E+02    0.203287E+01    0.834429E+00    0.178926E+04    0.121402E+02    0.482881E+00
   0.244950E+02    0.258784E+04   -0.261490E+04   -0.270585E+02    0.199679E+01    0.105529E+01    0.178781E+04    0.121369E+02    0.483272E+00
   0.249950E+02    0.259240E+04   -0.263438E+04   -0.419858E+02    0.200031E+01    0.970731E+00    0.178095E+04    0.121213E+02    0.485135E+00
   0.254950E+02    0.260165E+04   -0.264326E+04   -0.416054E+02    0.200745E+01    0.107289E+01    0.178321E+04    0.121265E+02    0.484518E+00
   0.259950E+02    0.259351E+04   -0.264182E+04   -0.483119E+02    0.200117E+01    0.106230E+01    0.178806E+04    0.121374E+02    0.483206E+00
   0.264950E+02    0.256477E+04   -0.261455E+04   -0.497818E+02    0.197899E+01    0.100648E+01    0.178968E+04    0.121411E+02    0.482767E+00
   0.269950E+02    0.263375E+04   -0.267272E+04   -0.389691E+02    0.203221E+01    0.843145E+00    0.179325E+04    0.121492E+02    0.481808E+00
   0.274950E+02    0.255582E+04   -0.258104E+04   -0.252138E+02    0.197209E+01    0.103598E+01    0.179688E+04    0.121574E+02    0.480833E+00
   0.279950E+02    0.263983E+04   -0.265209E+04   -0.122580E+02    0.203691E+01    0.866829E+00    0.179190E+04    0.121461E+02    0.482169E+00
   0.284950E+02    0.264294E+04   -0.267253E+04   -0.295906E+02    0.203931E+01    0.103800E+01    0.178969E+04    0.121411E+02    0.482766E+00
   0.289950E+02    0.258827E+04   -0.263243E+04   -0.441624E+02    0.199712E+01    0.101598E+01    0.178610E+04    0.121330E+02    0.483734E+00
   0.294950E+02    0.255335E+04   -0.260795E+04   -0.546064E+02    0.197018E+01    0.102526E+01    0.178523E+04    0.121310E+02    0.483972E+00
   0.299950E+02    0.260898E+04   -0.265019E+04   -0.412057E+02    0.201310E+01    0.994598E+00    0.178550E+04    0.121317E+02    0.483898E+00
   0.304950E+02    0.260150E+04   -0.262721E+04   -0.257113E+02    0.200733E+01    0.943060E+00    0.178538E+04    0.121314E+02    0.483932E+00
   0.309950E+02    0.260881E+04   -0.265415E+04   -0.453432E+02    0.201297E+01    0.941438E+00    0.177100E+04    0.120987E+02    0.487861E+00
   0.314950E+02    0.259262E+04   -0.264962E+04   -0.570034E+02    0.200048E+01    0.104710E+01    0.177820E+04    0.121151E+02    0.485885E+00
   0.319950E+02    0.260460E+04   -0.266360E+04   -0.590087E+02    0.200972E+01    0.922040E+00    0.178074E+04    0.121209E+02    0.485191E+00
   0.324950E+02    0.258564E+04   -0.264730E+04   -0.616640E+02    0.199509E+01    0.968569E+00    0.177951E+04    0.121181E+02    0.485528E+00
   0.329950E+02    0.258448E+04   -0.263356E+04   -0.490850E+02    0.199420E+01    0.101738E+01    0.177894E+04    0.121168E+02    0.485684E+00
   0.334950E+02    0.260282E+04   -0.265409E+04   -0.512779E+02    0.200835E+01    0.998473E+00    0.178275E+04    0.121254E+02    0.484643E+00
   0.339950E+02    0.259484E+04   -0.265315E+04   -0.583024E+02    0.200219E+01    0.936598E+00    0.177451E+04    0.121067E+02    0.486894E+00
   0.344950E+02    0.259848E+04   -0.266247E+04   -0.639885E+02    0.200500E+01    0.105400E+01    0.177345E+04    0.121043E+02    0.487187E+00
   0.349950E+02    0.257546E+04   -0.262324E+04   -0.477781E+02    0.198724E+01    0.106178E+01    0.178442E+04    0.121292E+02    0.484192E+00
   0.354950E+02    0.257104E+04   -0.260802E+04   -0.369801E+02    0.198383E+01    0.106350E+01    0.178940E+04    0.121405E+02    0.482842E+00
   0.359950E+02    0.259914E+04   -0.264189E+04   -0.427497E+02    0.200551E+01    0.107843E+01    0.179643E+04    0.121563E+02    0.480955E+00
